,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate
811,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,362,58,89,77,45,45,48,45.0,Medium Fast
812,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270.0,521,82,121,119,69,59,71,45.0,Medium Fast
813,698,Amaura,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,362,77,59,50,67,63,46,45.0,Medium Fast
814,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225.0,521,123,77,72,99,92,58,45.0,Medium Fast
815,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,None,1.0,23.5,525,95,65,65,110,130,60,45.0,Medium Fast
816,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,500,78,92,75,74,63,118,100.0,Medium Fast
817,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,431,67,58,57,81,67,101,180.0,Medium Fast
818,703,Carbink,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,500,50,50,150,50,150,50,60.0,Slow
819,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,None,0.3,2.8,300,45,50,35,55,75,40,45.0,Slow
820,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,None,0.8,17.5,452,68,75,53,83,113,60,45.0,Slow
821,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,None,2.0,150.5,600,90,100,70,110,150,80,45.0,Slow
822,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,470,57,80,91,80,87,75,75.0,Fast
823,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,309,43,70,48,50,60,38,120.0,Medium Fast
824,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,474,85,110,76,65,82,56,60.0,Medium Fast
825,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,335,49,66,70,44,55,51,120.0,Medium Fast
826,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,335,44,66,70,44,55,56,120.0,Medium Fast
827,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,335,54,66,70,44,55,46,120.0,Medium Fast
828,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,335,59,66,70,44,55,41,120.0,Medium Fast
829,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,494,65,90,122,58,75,84,60.0,Medium Fast
830,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,494,55,85,122,58,75,99,60.0,Medium Fast
831,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,494,75,95,122,58,75,69,60.0,Medium Fast
832,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,494,85,100,122,58,75,54,60.0,Medium Fast
833,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,None,1.0,99.5,304,55,69,85,32,35,28,190.0,Medium Fast
834,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,None,2.0,505.0,514,95,117,184,44,46,28,55.0,Medium Fast
835,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,245,40,30,35,45,40,55,190.0,Medium Fast
836,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,535,85,70,80,97,80,123,45.0,Medium Fast
837,716,Xerneas,6,Legendary,Life Pokémon,1,Fairy,None,3.0,215.0,680,126,131,95,131,98,99,45.0,Slow
838,717,Yveltal,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203.0,680,126,131,95,131,98,99,45.0,Slow
839,718,Zygarde 50% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,5.0,305.0,600,108,100,121,81,95,95,3.0,Slow
840,718,Zygarde 10% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,486,54,100,71,61,85,115,3.0,Slow
841,718,Zygarde Complete Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610.0,708,216,100,121,91,95,85,3.0,Slow
842,719,Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,600,50,100,150,100,150,50,3.0,Slow
843,719,Mega Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,700,50,160,110,160,110,110,3.0,Slow
844,720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,600,80,110,60,150,130,70,3.0,Slow
845,720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,680,80,160,60,170,130,80,3.0,Slow
846,721,Volcanion,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195.0,600,80,110,120,130,90,70,3.0,Slow
847,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,320,68,55,55,50,50,42,45.0,Medium Slow
848,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,420,78,75,75,70,70,52,45.0,Medium Slow
849,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,530,78,107,75,100,100,70,45.0,Medium Slow
850,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,None,0.4,4.3,320,45,65,40,60,40,70,45.0,Medium Slow
851,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,None,0.7,25.0,420,65,85,50,80,50,90,45.0,Medium Slow
852,727,Incineroar,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,530,95,115,90,80,90,60,45.0,Medium Slow
853,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,None,0.4,7.5,320,50,54,54,66,56,40,45.0,Medium Slow
854,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,None,0.6,17.5,420,60,69,69,91,81,50,45.0,Medium Slow
855,730,Primarina,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,530,80,74,74,126,116,60,45.0,Medium Slow
856,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,265,35,75,30,30,30,65,255.0,Medium Fast
857,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,355,55,85,50,40,50,75,120.0,Medium Fast
858,733,Toucannon,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,485,80,120,75,75,75,60,45.0,Medium Fast
859,734,Yungoos,7,Normal,Loitering Pokémon,1,Normal,None,0.4,6.0,253,48,70,30,30,30,45,255.0,Medium Fast
860,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,None,0.7,14.2,418,88,110,60,55,60,45,127.0,Medium Fast
861,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,None,0.4,4.4,300,47,62,45,55,45,46,255.0,Medium Fast
862,737,Charjabug,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,400,57,82,95,55,75,36,120.0,Medium Fast
863,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,500,77,70,90,145,75,43,45.0,Medium Fast
864,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,None,0.6,7.0,338,47,82,57,42,47,63,225.0,Medium Fast
865,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,478,97,132,77,62,67,43,60.0,Medium Fast
866,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,476,75,70,70,98,70,93,45.0,Medium Fast
867,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,476,75,70,70,98,70,93,45.0,Medium Fast
868,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,476,75,70,70,98,70,93,45.0,Medium Fast
869,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,476,75,70,70,98,70,93,45.0,Medium Fast
870,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,304,40,45,40,55,40,84,190.0,Medium Fast
871,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,464,60,55,60,95,70,124,75.0,Medium Fast
872,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,None,0.5,9.2,280,45,65,40,30,40,60,190.0,Medium Fast
873,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,1,Rock,None,0.5,9.2,280,45,65,40,30,40,60,190.0,Medium Fast
874,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,None,0.8,25.0,487,75,115,65,55,65,112,90.0,Medium Fast
875,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,1,Rock,None,1.1,25.0,487,85,115,75,55,75,82,90.0,Medium Fast
876,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,1,Rock,None,0.8,25.0,487,75,117,65,55,65,110,90.0,Medium Fast
877,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,None,0.2,0.3,175,45,20,20,25,25,40,60.0,Fast
878,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,1,Water,None,8.2,78.6,620,45,140,130,140,135,30,60.0,Fast
879,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,305,50,53,62,43,52,45,190.0,Medium Fast
880,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,495,50,63,152,53,142,35,75.0,Medium Fast
881,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,None,1.0,110.0,385,70,100,70,45,55,45,190.0,Medium Fast
882,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,None,2.5,920.0,500,100,125,100,55,85,35,60.0,Medium Fast
883,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,269,38,40,52,40,72,27,200.0,Medium Fast
884,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,454,68,70,92,50,132,42,100.0,Medium Fast
885,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,None,0.3,1.5,250,40,55,35,50,35,35,190.0,Medium Fast
886,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,None,0.9,18.5,480,70,105,90,80,90,45,75.0,Medium Fast
887,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,285,40,35,55,65,75,15,190.0,Medium Fast
888,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,405,60,45,80,90,100,30,75.0,Medium Fast
889,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,320,48,44,40,71,40,77,120.0,Medium Fast
890,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,480,68,64,60,111,60,117,45.0,Medium Fast
891,759,Stufful,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,340,70,75,50,45,50,50,140.0,Medium Fast
892,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,500,120,125,80,55,60,60,70.0,Medium Fast
893,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,None,0.3,3.2,210,42,30,38,30,38,32,235.0,Medium Slow
894,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,None,0.7,8.2,290,52,40,48,40,48,62,120.0,Medium Slow
895,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,None,1.2,21.4,510,72,120,98,50,98,72,45.0,Medium Slow
896,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,None,0.1,0.3,485,51,52,90,82,110,100,60.0,Fast
897,765,Oranguru,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,490,90,60,80,90,110,60,45.0,Slow
898,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,None,2.0,82.8,490,100,120,90,40,60,80,45.0,Slow
899,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,230,25,35,40,20,30,80,90.0,Medium Fast
900,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,530,75,125,140,60,90,40,45.0,Medium Fast
901,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,320,55,55,80,70,45,15,140.0,Medium Fast
902,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,480,85,75,110,100,75,35,60.0,Medium Fast
903,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,None,0.3,1.2,410,55,60,130,30,130,5,60.0,Fast
904,772,Type: Null,7,Sub Legendary,Synthetic Pokémon,1,Normal,None,1.9,120.5,534,95,95,95,95,95,59,3.0,Slow
905,773,Silvally,7,Sub Legendary,Synthetic Pokémon,1,Normal,None,2.3,100.5,570,95,95,95,95,95,95,3.0,Slow
906,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,440,60,60,100,60,100,60,30.0,Medium Slow
907,774,Minior Core Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,500,60,100,60,100,60,120,30.0,Medium Slow
908,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,None,0.4,19.9,480,65,115,65,75,95,65,45.0,Slow
909,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,485,60,78,135,91,85,36,70.0,Medium Fast
910,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,435,65,98,63,40,73,96,180.0,Medium Fast
911,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,476,55,90,80,50,105,96,45.0,Medium Fast
912,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,475,68,105,70,70,70,92,80.0,Medium Fast
913,780,Drampa,7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,485,78,60,85,135,91,36,70.0,Medium Fast
914,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,517,70,131,100,86,90,40,25.0,Medium Fast
915,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,None,0.6,29.7,300,45,55,65,45,45,45,45.0,Slow
916,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,420,55,75,90,65,70,65,45.0,Slow
917,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,600,75,110,125,100,105,85,45.0,Slow
918,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,570,70,115,85,95,75,130,3.0,Slow
919,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,570,70,85,75,130,115,95,3.0,Slow
920,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,570,70,130,115,85,95,75,3.0,Slow
921,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,570,70,75,115,95,130,85,3.0,Slow
922,789,Cosmog,7,Legendary,Nebula Pokémon,1,Psychic,None,0.2,0.1,200,43,29,31,29,31,37,45.0,Slow
923,790,Cosmoem,7,Legendary,Protostar Pokémon,1,Psychic,None,0.1,999.9,400,43,29,131,29,131,37,45.0,Slow
924,791,Solgaleo,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230.0,680,137,137,107,113,89,97,45.0,Slow
925,792,Lunala,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4.0,120.0,680,137,113,89,137,107,97,45.0,Slow
926,793,Nihilego,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,570,109,53,47,127,131,103,45.0,Slow
927,794,Buzzwole,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,570,107,139,139,53,53,79,45.0,Slow
928,795,Pheromosa,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25.0,570,71,137,37,137,37,151,45.0,Slow
929,796,Xurkitree,7,Sub Legendary,Glowing Pokémon,1,Electric,None,3.8,100.0,570,83,89,71,173,71,83,45.0,Slow
930,797,Celesteela,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,570,97,101,103,107,101,61,45.0,Slow
931,798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,570,59,181,131,59,31,109,45.0,Slow
932,799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888.0,570,223,101,53,97,53,43,45.0,Slow
933,800,Necrozma,7,Legendary,Prism Pokémon,1,Psychic,None,2.4,230.0,600,97,107,101,127,89,79,255.0,Slow
934,800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460.0,680,97,157,127,113,109,77,3.0,Slow
935,800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350.0,680,97,113,109,157,127,77,3.0,Slow
936,800,Ultra Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230.0,754,97,167,97,167,97,129,3.0,Slow
937,801,Magearna,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1.0,80.5,600,80,95,115,130,115,65,3.0,Slow
938,802,Marshadow,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,600,90,125,80,90,90,125,3.0,Slow
939,803,Poipole,7,Sub Legendary,Poison Pin Pokémon,1,Poison,None,0.6,1.8,420,67,73,67,73,67,73,45.0,Slow
940,804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150.0,540,73,73,73,127,73,121,45.0,Slow
941,805,Stakataka,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820.0,570,61,131,211,53,101,13,30.0,Slow
942,806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13.0,570,53,127,53,151,79,107,30.0,Slow
943,807,Zeraora,7,Mythical,Thunderclap Pokémon,1,Electric,None,1.5,44.5,600,88,112,75,102,80,143,3.0,Slow
944,808,Meltan,7,Mythical,Hex Nut Pokémon,1,Steel,None,0.2,8.0,300,46,65,65,55,35,34,3.0,Slow
945,809,Melmetal,7,Mythical,Hex Nut Pokémon,1,Steel,None,2.5,800.0,600,135,143,143,80,65,34,3.0,Slow
946,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,None,0.3,5.0,310,50,65,50,40,40,65,45.0,Medium Slow
947,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,None,0.7,14.0,420,70,85,70,55,60,80,45.0,Medium Slow
948,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,None,2.1,90.0,530,100,125,90,60,70,85,45.0,Medium Slow
949,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,None,0.3,4.5,310,50,71,40,40,40,69,45.0,Medium Slow
950,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,None,0.6,9.0,420,65,86,60,55,60,94,45.0,Medium Slow
951,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,None,1.4,33.0,530,80,116,75,65,75,119,45.0,Medium Slow
952,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,None,0.3,4.0,310,50,40,40,70,40,70,45.0,Medium Slow
953,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,None,0.7,11.5,420,65,60,55,95,55,90,45.0,Medium Slow
954,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,None,1.9,45.2,530,70,85,65,125,65,120,45.0,Medium Slow
955,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,None,0.3,2.5,275,70,55,55,35,35,25,255.0,Medium Fast
956,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,None,0.6,6.0,460,120,95,95,55,75,20,90.0,Medium Fast
957,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,None,0.2,1.8,245,38,47,35,33,35,57,255.0,Medium Slow
958,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,None,0.8,16.0,365,68,67,55,43,55,77,120.0,Medium Slow
959,823,Corviknight,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75.0,495,98,87,105,53,85,67,45.0,Medium Slow
960,824,Blipbug,8,Normal,Larva Pokémon,1,Bug,None,0.4,8.0,180,25,20,20,25,45,45,255.0,Medium Fast
961,825,Dottler,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,335,50,35,80,50,90,30,120.0,Medium Fast
962,826,Orbeetle,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,505,60,45,110,80,120,90,45.0,Medium Fast
963,827,Nickit,8,Normal,Fox Pokémon,1,Dark,None,0.6,8.9,245,40,28,28,47,52,50,255.0,Fast
964,828,Thievul,8,Normal,Fox Pokémon,1,Dark,None,1.2,19.9,455,70,58,58,87,92,90,127.0,Fast
965,829,Gossifleur,8,Normal,Flowering Pokémon,1,Grass,None,0.4,2.2,250,40,40,60,40,60,10,190.0,Medium Fast
966,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,1,Grass,None,0.5,2.5,460,60,50,90,80,120,60,75.0,Medium Fast
967,831,Wooloo,8,Normal,Sheep Pokémon,1,Normal,None,0.6,6.0,270,42,40,55,40,45,48,255.0,Medium Fast
968,832,Dubwool,8,Normal,Sheep Pokémon,1,Normal,None,1.3,43.0,490,72,80,100,60,90,88,127.0,Medium Fast
969,833,Chewtle,8,Normal,Snapping Pokémon,1,Water,None,0.3,8.5,284,50,64,50,38,38,44,255.0,Medium Fast
970,834,Drednaw,8,Normal,Bite Pokémon,2,Water,Rock,1.0,115.5,485,90,115,90,48,68,74,75.0,Medium Fast
971,835,Yamper,8,Normal,Puppy Pokémon,1,Electric,None,0.3,13.5,270,59,45,50,40,50,26,255.0,Fast
972,836,Boltund,8,Normal,Dog Pokémon,1,Electric,None,1.0,34.0,490,69,90,60,90,60,121,45.0,Fast
973,837,Rolycoly,8,Normal,Coal Pokémon,1,Rock,None,0.3,12.0,240,30,40,50,40,50,30,255.0,Medium Slow
974,838,Carkol,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78.0,410,80,60,90,60,70,50,120.0,Medium Slow
975,839,Coalossal,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,510,110,80,120,80,90,30,45.0,Medium Slow
976,840,Applin,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,260,40,40,80,40,40,20,255.0,Erratic
977,841,Flapple,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1.0,485,70,110,80,95,60,70,45.0,Erratic
978,842,Appletun,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13.0,485,110,85,80,100,80,30,45.0,Erratic
979,843,Silicobra,8,Normal,Sand Snake Pokémon,1,Ground,None,2.2,7.6,315,52,57,75,35,50,46,255.0,Medium Fast
980,844,Sandaconda,8,Normal,Sand Snake Pokémon,1,Ground,None,3.8,65.5,510,72,107,125,65,70,71,120.0,Medium Fast
981,845,Cramorant,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18.0,475,70,85,55,85,95,85,45.0,Medium Fast
982,846,Arrokuda,8,Normal,Rush Pokémon,1,Water,None,0.5,1.0,280,41,63,40,40,30,66,255.0,Slow
983,847,Barraskewda,8,Normal,Skewer Pokémon,1,Water,None,1.3,30.0,490,61,123,60,60,50,136,60.0,Slow
984,848,Toxel,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11.0,242,40,38,35,54,35,40,75.0,Medium Slow
985,849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40.0,502,75,98,70,114,70,75,45.0,Medium Slow
986,849,Toxtricity Amped Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40.0,502,75,98,70,114,70,75,45.0,Medium Slow
987,850,Sizzlipede,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1.0,305,50,65,45,50,50,45,190.0,Medium Fast
988,851,Centiskorch,8,Normal,Radiator Pokémon,2,Fire,Bug,3.0,120.0,525,100,115,65,90,90,65,75.0,Medium Fast
989,852,Clobbopus,8,Normal,Tantrum Pokémon,1,Fighting,None,0.6,4.0,310,50,68,60,50,50,32,180.0,Medium Slow
990,853,Grapploct,8,Normal,Tantrum Pokémon,1,Fighting,None,1.6,39.0,480,80,118,90,70,80,42,45.0,Medium Slow
991,854,Sinistea,8,Normal,Black Tea Pokémon,1,Ghost,None,0.1,0.2,308,40,45,45,74,54,50,120.0,Medium Fast
992,855,Polteageist,8,Normal,Black Tea Pokémon,1,Ghost,None,0.2,0.4,508,60,65,65,134,114,70,60.0,Medium Fast
993,856,Hatenna,8,Normal,Calm Pokémon,1,Psychic,None,0.4,3.4,265,42,30,45,56,53,39,235.0,Slow
994,857,Hattrem,8,Normal,Serene Pokémon,1,Psychic,None,0.6,4.8,370,57,40,65,86,73,49,120.0,Slow
995,858,Hatterene,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5.0,510,57,90,95,136,103,29,45.0,Slow
996,859,Impidimp,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,265,45,45,30,55,40,50,255.0,Medium Fast
997,860,Morgrem,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,370,65,60,45,75,55,70,120.0,Medium Fast
998,861,Grimmsnarl,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61.0,510,95,120,65,95,75,60,45.0,Medium Fast
999,862,Obstagoon,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46.0,520,93,90,101,60,81,95,45.0,Medium Fast
1000,863,Perrserker,8,Normal,Viking Pokémon,1,Steel,None,0.8,28.0,440,70,110,100,50,60,50,90.0,Medium Fast
1001,864,Cursola,8,Normal,Coral Pokémon,1,Ghost,None,1.0,0.4,510,60,95,50,145,130,30,30.0,Fast
1002,865,Sirfetch'd,8,Normal,Wild Duck Pokémon,1,Fighting,None,0.8,117.0,507,62,135,95,68,82,65,45.0,Medium Fast
1003,866,Mr. Rime,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,520,80,85,75,110,100,70,45.0,Medium Fast
1004,867,Runerigus,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,483,58,95,145,50,105,30,90.0,Medium Fast
1005,868,Milcery,8,Normal,Cream Pokémon,1,Fairy,None,0.2,0.3,270,45,40,40,50,61,34,200.0,Medium Fast
1006,869,Alcremie,8,Normal,Cream Pokémon,1,Fairy,None,0.3,0.5,495,65,60,75,110,121,64,100.0,Medium Fast
1007,870,Falinks,8,Normal,Formation Pokémon,1,Fighting,None,3.0,62.0,470,65,100,100,70,60,75,45.0,Medium Fast
1008,871,Pincurchin,8,Normal,Sea Urchin Pokémon,1,Electric,None,0.3,1.0,435,48,101,95,91,85,15,75.0,Medium Fast
1009,872,Snom,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,185,30,25,35,45,30,20,190.0,Medium Fast
